id,candidate_id,position_id,stage,stage_start_date,recruitment_channel,recruitment_cost,notes
487d7269-14cf-4c96-803e-304e8e5a462f,18245e04-473d-49e0-9a01-ee3b8e4ee430,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2006-12-25,Company website,2861,
5894b88b-9cd5-4f80-a477-dee29b9b8b00,d126ab31-9343-44b9-8c72-bd47e363c8b0,25f7a622-64f5-49b5-9256-cd7bedf9f2db,Technical interview,2006-12-26,Job portal,3188,
bfb70774-892c-4ce5-bd01-e18d3b3cbdb1,e3cea2f9-debf-45f6-a0b5-d831f7ac4cef,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2006-12-28,Job portal,4713,
759357c4-91c7-413c-8f28-f1d68068a2f3,e3cea2f9-debf-45f6-a0b5-d831f7ac4cef,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer accepted,2006-12-30,Agency,5943,
ebf5d8d5-effc-49b2-9121-74508cab3a2d,d907a179-9811-4355-be60-dc1331f1d434,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer declined,2006-12-31,Job portal,2769,
403edab1-30dc-42c8-9d9c-f018b7238933,772e4cab-7146-4e06-8944-4b318034d7d0,1b1f9de8-7779-417b-a506-45ca3cfe4def,Technical interview,2007-01-14,Employee referral,2848,
65f48524-7b57-4853-a5a4-136b1f7cc2ac,18245e04-473d-49e0-9a01-ee3b8e4ee430,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2007-01-16,Job portal,4426,
0f31bcc4-3e84-4227-9e32-40984ded7731,d126ab31-9343-44b9-8c72-bd47e363c8b0,25f7a622-64f5-49b5-9256-cd7bedf9f2db,Offer extended,2007-01-19,Company website,4773,
a0f989a1-94e4-4a0a-8a37-e8211b15cb29,18245e04-473d-49e0-9a01-ee3b8e4ee430,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer declined,2007-01-27,Other,5968,
ed136482-2518-496e-8978-32954c4b20f5,772e4cab-7146-4e06-8944-4b318034d7d0,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer extended,2007-01-30,Job portal,4425,
cade6d47-a5b2-4087-9fc0-0367ece85dcc,d126ab31-9343-44b9-8c72-bd47e363c8b0,25f7a622-64f5-49b5-9256-cd7bedf9f2db,Offer accepted,2007-02-06,Job portal,7003,
c2292a27-37c7-4320-bac9-7877987e4026,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2007-02-13,Agency,0,
884da3d6-2714-42c2-b693-d9d1e4269bb6,772e4cab-7146-4e06-8944-4b318034d7d0,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer accepted,2007-02-16,Job portal,6453,
79b8ad45-6f08-409e-bb04-91ad5ea2659f,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2007-02-16,Job portal,212,
2259715d-5ea2-406f-b072-5f4063389824,9dbff30e-80a9-4209-b350-d3daf5442df6,1b1f9de8-7779-417b-a506-45ca3cfe4def,Application received,2007-02-19,Employee referral,0,
81698715-1568-44ab-aa79-0a863d902fae,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2007-02-22,Job portal,1043,
ef298cda-979d-4ca5-b4f9-d0b1f3a5ed74,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Application received,2007-02-24,Other,0,
999016d7-2d77-4560-a5c2-a477c2ab2d1d,9dbff30e-80a9-4209-b350-d3daf5442df6,1b1f9de8-7779-417b-a506-45ca3cfe4def,Screening,2007-03-01,Agency,307,
a2f83e1d-1a2c-4f2d-8878-0c4df687cd36,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2007-03-04,Job portal,1664,
e5be80c9-00c2-40ea-bf05-b62b1351bb31,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2007-03-08,Company website,3424,
ed6a97c3-741d-4cce-98bb-840a686caecf,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Screening,2007-03-14,Job portal,293,
4bb37f23-5bc1-4cb9-9c0c-7ca279f0eb83,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2007-03-18,Agency,5133,
9e5df1b2-10f0-464c-9ab1-e7eef068f75e,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Interview scheduled,2007-04-03,Company website,877,
b5b40e2e-7b77-4a52-aeda-da41e008ba6e,dbd68316-3f4c-4551-bf95-195d9a1752da,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer accepted,2007-04-05,Company website,7267,
71084e00-8770-4392-97a3-cfc13abddeaf,bcafdbe4-2464-48a5-8cb6-b6e0d3297c3b,ca800f48-24a3-4802-9779-138796462142,Application received,2007-04-14,Employee referral,0,
07017c8d-6201-4f74-bd6d-141bfe744287,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Application received,2007-04-19,Agency,0,
0ad40043-576e-43ea-9bc6-b5a5782ef8de,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Screening,2007-04-22,Company website,337,
c607424f-1aae-4d79-94ac-4e5307ff4bf6,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Cultural interview,2007-04-24,Job portal,1758,
18bbe367-0fad-4da9-8c22-ae7196c684ee,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Technical interview,2007-04-26,Job portal,3133,
46919570-b60d-4649-8e2f-5d73228107d9,9dbff30e-80a9-4209-b350-d3daf5442df6,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer expired,2007-04-30,Other,859,
62f17880-9c40-4585-ba5d-01c8a238214c,bcafdbe4-2464-48a5-8cb6-b6e0d3297c3b,ca800f48-24a3-4802-9779-138796462142,Screening,2007-05-01,Job portal,368,
f74c4d6f-da22-4059-9759-711c2a9c2c8f,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer extended,2007-05-11,Employee referral,4740,
9481d2ff-4a4a-41d7-bfd9-9cbde8bd5f1c,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Interview scheduled,2007-05-16,Job portal,1027,
ad5d0342-f246-4157-ab6a-5dcc110b6899,bcafdbe4-2464-48a5-8cb6-b6e0d3297c3b,ca800f48-24a3-4802-9779-138796462142,Interview scheduled,2007-05-19,Job portal,910,
f1ee541e-f75b-4a89-b74b-36ab087ee9f5,0f33d8b8-0fc0-47cf-87fe-1b42c61eea00,b56c4013-6523-40e5-bc23-4284a1e4b4da,Application received,2007-05-21,Job portal,0,
673c8805-5ef8-4f4e-9cc4-0bc0d27d3984,539e2978-2cc5-4537-8722-48d033d58121,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer accepted,2007-06-01,Job portal,7367,
0b8fcd90-868b-4a5d-ad68-3b657a2d981d,0f33d8b8-0fc0-47cf-87fe-1b42c61eea00,b56c4013-6523-40e5-bc23-4284a1e4b4da,Screening,2007-06-01,Company website,393,
2a0c7c53-c6f7-4fae-b1af-6f812882259a,bcafdbe4-2464-48a5-8cb6-b6e0d3297c3b,ca800f48-24a3-4802-9779-138796462142,Cultural interview,2007-06-07,Job portal,1715,
2e58f036-90c3-4084-a944-6942f8bde0c5,bcafdbe4-2464-48a5-8cb6-b6e0d3297c3b,ca800f48-24a3-4802-9779-138796462142,Technical interview,2007-06-08,Job portal,3386,
2d55827a-adee-4739-a09a-c20dbac8c58b,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Cultural interview,2007-06-13,Job portal,1704,
1488d014-6926-43ec-b5f5-5b9762e707c6,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Technical interview,2007-06-18,Other,2411,
4b3e93b5-2998-4be9-85d4-7f076c7790e5,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2007-06-24,Company website,0,
43aa414f-f3f0-4096-bfdd-9206923a7026,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Application received,2007-06-25,Agency,0,
f0d2332a-2208-4691-8918-65f5d3fec248,169e29e3-eebc-457c-b4df-4774bea7c97c,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2007-06-27,Employee referral,0,
8de7f428-114c-4d90-a6cc-48d8e927a5e2,0f33d8b8-0fc0-47cf-87fe-1b42c61eea00,b56c4013-6523-40e5-bc23-4284a1e4b4da,Interview scheduled,2007-06-29,Job portal,844,
b39d34bd-181c-435d-ac10-f2e23d4251b1,0f33d8b8-0fc0-47cf-87fe-1b42c61eea00,b56c4013-6523-40e5-bc23-4284a1e4b4da,Cultural interview,2007-07-03,Company website,1700,
9551a38d-f12f-4b7b-ac49-26de9a049e0c,bcafdbe4-2464-48a5-8cb6-b6e0d3297c3b,ca800f48-24a3-4802-9779-138796462142,Offer declined,2007-07-05,Job portal,4282,
518742f1-fa69-45a7-bc96-a10b511ff8fe,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Offer extended,2007-07-13,Company website,4303,
134520d5-3d55-44f4-8fcb-1f6b814c00ac,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Screening,2007-07-17,Job portal,355,
a73f2f8e-e012-4072-ad30-d5bd758f4b6e,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2007-07-19,Job portal,360,
12af1fae-b1d4-4d47-88a7-7db5a5beb3ca,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2007-07-24,Agency,967,
69b08b91-529d-44b8-b7c2-e293db0a3283,0f33d8b8-0fc0-47cf-87fe-1b42c61eea00,b56c4013-6523-40e5-bc23-4284a1e4b4da,Technical interview,2007-07-26,Job portal,2564,
02a2e70a-a83d-4d58-af0f-f828dc666a5c,169e29e3-eebc-457c-b4df-4774bea7c97c,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2007-07-27,Company website,361,
d382e953-ec80-43d5-8ad4-c38b30a804fe,53072f05-01bb-4fd4-a053-3fe5f5af1fdb,ca800f48-24a3-4802-9779-138796462142,Offer declined,2007-07-29,Job portal,6180,
ff0e083f-75c4-44ae-8556-9892aff72484,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Interview scheduled,2007-07-30,Job portal,1048,
c9ec5e45-5b8f-45e8-9fc5-e1e76512663e,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Cultural interview,2007-08-04,Job portal,1746,
7c812e23-aae4-495c-8cd6-0600607f3ecf,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2007-08-10,Job portal,2171,
4fc5a111-4a16-41a9-9bbf-59985fa54ce2,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2007-08-11,Job portal,0,
dfcd73ca-0b4b-42b5-a3b0-55fc9c9e8b66,169e29e3-eebc-457c-b4df-4774bea7c97c,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2007-08-15,Job portal,811,
2ae6aa0f-04a7-4386-b9dd-1a1c01f01a49,169e29e3-eebc-457c-b4df-4774bea7c97c,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2007-08-27,Job portal,1868,
b4d6e843-cfa1-49de-ab75-76659b61d89c,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2007-08-30,Other,216,
4bf44ac4-9cb7-46ba-a762-45763c4578c1,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2007-09-01,Company website,2464,
d745e4b5-1e88-4a1c-8f03-e039eac570d2,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Technical interview,2007-09-02,Job portal,3749,
4156bee4-847d-46d2-9bf0-5fc162a1495c,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2007-09-07,Employee referral,4514,
85b62a99-fb59-4406-ba4f-c1184be6bb95,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Offer extended,2007-09-09,Job portal,4157,
4334f0d0-21ce-40fa-b76a-f3a60c52b885,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Application received,2007-09-09,Employee referral,0,
58921b55-c156-4c6c-8beb-5b5fde580350,ea2a835e-e6ec-4b3b-a1f6-78e69cd59eba,b56c4013-6523-40e5-bc23-4284a1e4b4da,Offer declined,2007-09-14,Job portal,6702,
59629f0a-de4a-44d9-bb94-726f8c5241c5,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2007-09-16,Employee referral,1030,
940127ba-a9e6-471e-b803-9408922eb694,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Application received,2007-09-16,Job portal,0,
bc7a3378-5620-4734-905d-bdcf095a6abc,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2007-09-18,Job portal,1573,
31c913bf-7920-4280-a5a7-d654fe6c9b1e,0f33d8b8-0fc0-47cf-87fe-1b42c61eea00,b56c4013-6523-40e5-bc23-4284a1e4b4da,Offer expired,2007-09-20,Job portal,4818,
029d18aa-9092-406c-894b-eb68002a99e6,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Screening,2007-09-22,Job portal,200,
d10b5297-f4dc-47e9-8705-68f23ed2d822,bccb0b6b-1621-4607-890d-8ae7f73fb672,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer accepted,2007-09-24,Job portal,7024,
4d6e31f9-fb1a-4599-b52b-76e75ba49219,169e29e3-eebc-457c-b4df-4774bea7c97c,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2007-09-26,Job portal,3345,
80501543-bdab-4d25-aadb-346a2c4816a8,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Screening,2007-09-28,Job portal,343,
2b6960c4-8165-4b5f-885b-b7ee60ced2fd,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Interview scheduled,2007-10-08,Job portal,766,
0a9c5f44-fd18-40ce-8f1c-566c9eca84f7,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2007-10-12,Other,3606,
6e62df2e-d560-4acb-9f75-73f6bd0bb247,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Application received,2007-10-17,Job portal,0,
46e8c99a-3624-4ecb-a6b4-b03247faeb9e,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Interview scheduled,2007-10-21,Employee referral,997,
0bb5894c-519e-4d4f-8d30-2a3199d98cd6,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2007-10-24,Job portal,3977,
b5d049eb-7cdb-440e-9d97-c8c94e42a965,46eb7118-9ea2-487a-80bb-d6ab6efceb6f,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer accepted,2007-11-01,Job portal,6356,
1d29b55a-7dc6-4e17-8934-939b4edb6e32,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Cultural interview,2007-11-01,Company website,2142,
25e1b90a-c2e6-47b6-bd19-55d9ca9b835d,169e29e3-eebc-457c-b4df-4774bea7c97c,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer expired,2007-11-01,Job portal,4358,
ebe71064-09ab-4988-af4c-a994cc31a37a,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Technical interview,2007-11-03,Job portal,3476,
2d098e54-4bd3-4457-8bcb-ac9832dd651c,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Screening,2007-11-05,Job portal,293,
161c01ff-6043-4329-b4c3-e55a80ca83bd,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer extended,2007-11-14,Company website,5304,
59a1a05b-cb00-4e83-99ed-fdf713a0565b,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2007-11-14,Other,0,
93c5750e-bc30-4ef0-8a3e-5e65b68b5d20,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Cultural interview,2007-11-17,Job portal,1534,
dedc7b16-768c-4bc7-ae5e-172fcc93722f,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Interview scheduled,2007-11-21,Company website,962,
c2409725-efcd-48ab-b3d6-b55c3849cc0f,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2007-11-26,Job portal,255,
2a8a29f2-d1c0-4171-9f3d-977d6c7d684f,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2007-11-29,Company website,761,
92949432-cbfd-4684-929c-2f570bbf39df,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2007-12-02,Employee referral,1929,
cc963d1f-1845-4623-be47-66890501d932,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2007-12-05,Agency,3301,
be73ea17-eb8e-4ee3-a106-41c72b910c6d,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Cultural interview,2007-12-08,Company website,1621,
4596114b-cac3-49c3-895f-701934aa47ad,40b8f61b-8c96-4597-9cec-55323fb1e044,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer declined,2007-12-14,Job portal,6063,
9270186d-51c2-4d6a-b1ae-2b0251644890,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Technical interview,2007-12-16,Company website,2922,
2c184c33-8e66-4135-9815-0c75a46a2fe8,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2007-12-20,Job portal,0,
9926d50b-f9e5-48cb-a573-1cd8825fbae0,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Technical interview,2007-12-21,Job portal,3512,
627047a6-3187-4385-b463-d0b25ca66b87,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2007-12-21,Job portal,4734,
adf7fb19-bdc7-452b-b309-0b38af176e11,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Offer extended,2007-12-23,Job portal,4618,
7bd7c722-3c04-43cb-9ab1-6831125e95af,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Offer extended,2008-01-08,Job portal,4806,
9b0679bb-6944-46a6-92ae-3d72bc8bac35,47f068c8-fd18-4e16-b84b-cbb0aea405f1,ca800f48-24a3-4802-9779-138796462142,Offer declined,2008-01-09,Other,6420,
1d4d2163-2807-4072-ae3f-810f13453c1e,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2008-01-12,Job portal,211,
957e6f83-1d6e-4a84-8bb4-129cd3a4acf1,885e37fa-6c48-4654-85fd-c831713c0b57,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer accepted,2008-01-12,Job portal,6242,
23618fb6-25aa-466a-ae84-cafb917db2f2,4a41d77c-7715-480b-b1c8-0b1c49f79456,1b1f9de8-7779-417b-a506-45ca3cfe4def,Application received,2008-01-13,Company website,0,
a6506ef0-5de7-4c11-8ee5-4b288236364c,b16457cd-b53a-4576-bb3d-3b002a43fec9,27e4edca-2855-42d4-95e7-f02fda93317a,Application received,2008-01-21,Job portal,0,
f6d747c7-eb15-4743-8273-8dc60faa414a,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2008-01-24,Job portal,1018,
60bf7834-2eb9-4be5-b8bc-b6846af53281,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2008-01-28,Job portal,1587,
e085e6f4-58ea-4a4d-9933-32420598b2cc,428a092f-da2c-4374-a7ab-35b2769c1f7f,45b743f6-aa8e-4bc9-aac1-4020269a90ea,Offer accepted,2008-02-03,Employee referral,6843,
af5334d4-8019-4445-b6ab-37bed996f40a,4a41d77c-7715-480b-b1c8-0b1c49f79456,1b1f9de8-7779-417b-a506-45ca3cfe4def,Screening,2008-02-05,Agency,312,
6f41ffbe-c9ea-4e3a-8fff-39ace948ba4e,4a41d77c-7715-480b-b1c8-0b1c49f79456,1b1f9de8-7779-417b-a506-45ca3cfe4def,Interview scheduled,2008-02-09,Company website,874,
12c109da-9594-4a4e-8395-548bdded614f,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Application received,2008-02-19,Job portal,0,
1520d922-8b4d-4c3f-9939-de93f32c7c21,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2008-02-19,Job portal,2612,
144ee8c3-07eb-4dc6-bab8-f0912c5b378c,b16457cd-b53a-4576-bb3d-3b002a43fec9,27e4edca-2855-42d4-95e7-f02fda93317a,Screening,2008-02-20,Job portal,282,
899a41bb-01f5-474b-9d6d-5f002a87805c,b16457cd-b53a-4576-bb3d-3b002a43fec9,27e4edca-2855-42d4-95e7-f02fda93317a,Interview scheduled,2008-02-21,Agency,1098,
7451551e-d58a-42b6-8853-b23b90ebf807,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Application received,2008-02-23,Other,0,
95828b97-12f5-445d-8d3b-3b2a4e2d7adf,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Screening,2008-02-26,Job portal,258,
022805ac-3e26-4ef1-a5af-d0d5aa8b935b,4a41d77c-7715-480b-b1c8-0b1c49f79456,1b1f9de8-7779-417b-a506-45ca3cfe4def,Cultural interview,2008-03-09,Other,1728,
3647dba9-0071-4e1b-8375-708441e9478c,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Screening,2008-03-19,Employee referral,316,
943afc8a-77b5-4905-89f2-89eea75723fb,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2008-03-20,Job portal,4652,
d7044290-cad3-4059-b7c8-6436f7f0f326,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Interview scheduled,2008-03-26,Agency,907,
12f1fa65-a4af-458b-abe6-4786f278b7fe,b16457cd-b53a-4576-bb3d-3b002a43fec9,27e4edca-2855-42d4-95e7-f02fda93317a,Offer expired,2008-04-04,Employee referral,1710,
eeea1a82-b495-4a94-af3c-01035fb126db,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Cultural interview,2008-04-05,Employee referral,2059,
904d4050-2a0f-4b75-adbf-e15f8746e836,ce3eb068-7430-4edd-8a93-c9b0032b9242,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer accepted,2008-04-05,Agency,6593,
e9f184c3-f2de-42f0-a5da-ace480857e09,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Technical interview,2008-04-07,Other,2656,
3c3f2c0d-9e71-4cf7-a347-f687c44a7ad7,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Offer extended,2008-04-08,Job portal,4819,
b53ae921-b161-4d94-9873-867c24166f73,4a41d77c-7715-480b-b1c8-0b1c49f79456,1b1f9de8-7779-417b-a506-45ca3cfe4def,Offer expired,2008-04-11,Agency,2835,
0c4b1dbc-9513-435b-8e4e-ab3f1e529ade,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Interview scheduled,2008-04-16,Agency,611,
1a06f67e-1632-4e29-abc5-4116778fa0b3,f495cd86-9271-463a-9684-9aaae33cc821,1b1f9de8-7779-417b-a506-45ca3cfe4def,Application received,2008-04-21,Company website,0,
16b918f7-a00f-46ea-b6c7-efcb048f717e,6b8cca23-42ff-40f1-8cf5-a9fc0690eae2,ca800f48-24a3-4802-9779-138796462142,Offer accepted,2008-04-22,Job portal,7060,
6a53c0ee-5f98-46fb-b24c-cf109699aa65,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Cultural interview,2008-04-22,Job portal,1780,
6c913e70-ca55-4f97-ae2b-34d236f1bc57,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Technical interview,2008-04-27,Agency,2348,
0aa13d13-784e-4c5e-a779-71efa8ac679c,f495cd86-9271-463a-9684-9aaae33cc821,1b1f9de8-7779-417b-a506-45ca3cfe4def,Screening,2008-05-07,Job portal,229,
53fb3875-77ad-49c3-aa52-3ded5e7fdee6,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer extended,2008-05-17,Employee referral,4757,
0302382d-689b-45d1-a863-2b3fc55b0e8d,e820089d-5829-4cf2-a3c4-ff0d5f92f915,ba55a34e-7c02-4224-adb8-e673810d8c8a,Offer declined,2008-05-20,Employee referral,6420,
1d259053-c9c4-4e8c-a59f-7a7b3c12104f,f495cd86-9271-463a-9684-9aaae33cc821,1b1f9de8-7779-417b-a506-45ca3cfe4def,Interview scheduled,2008-06-02,Job portal,865,
cf0bf37e-f482-4411-95ff-9afb9eecf589,d957fadb-1654-4258-b07e-2bebe20954ac,1b1f9de8-7779-417b-a506-45ca3cfe4def,Application received,2008-06-10,Company website,0,
